transition_min;replication;seed;generated_active_count;cancelled_not_started_count;all_aircraft_land_above_reserve;at_least_one_aircraft_ever_low_fuel;at_least_one_aircraft_ever_emergency_endurance;at_least_one_aircraft_ever_below_reserve;at_least_one_aircraft_landed_below_reserve;minimum_fuel_margin_percent_of_reserve;minimum_fuel_margin_percent_of_normal_load;minimum_remaining_endurance_min;minimum_low_fuel_endurance_margin_min;minimum_emergency_endurance_margin_min;mean_holding_time_min;mean_holding_time_per_active_aircraft_min;holding_delay_rate;max_holding_time_min;total_holding_time_min;total_holding_fuel_consumption_kg;at_least_one_go_around;total_go_around_count;go_around_sortie_count;go_around_sortie_rate;go_around_events_per_active_sortie;diversion_rate;diversion_before_holding_rate;diversion_after_holding_rate;fuel_priority_landings;landed_count;diverted_count;diverted_before_holding_count;diverted_after_holding_count;crashed_count;crashed_from_go_around_transition_count;crashed_from_other_status_count;crashed_after_go_around_count;crashed_without_go_around_count;crashed_from_statuses;not_landed_count;ever_vfr_activity_count;ever_ready_for_approach_count;ever_holding_count;ever_approach_count;active_unresolved_count;final_simulation_time_min
60;144;20260851;18;12;False;True;True;True;False;-48,4610;-13,1753;14,9463;-10,0537;-0,0537;3,7315;1,8657;0,5000;8,3333;33,5833;368,0050;True;2;2;0,1111;0,1111;0,0556;0,0000;0,0556;0;17;1;0;1;0;0;0;0;0;;1;17;18;9;18;0;132,5833
75;144;20260851;21;9;True;False;False;False;False;29,4411;8,0043;36,0182;11,0182;21,0182;2,9762;0,9921;0,3333;6,0000;20,8333;145,0000;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;19;21;7;21;0;110,5833
90;144;20260851;22;8;True;False;False;False;False;29,4411;8,0043;36,0182;11,0182;21,0182;4,5972;1,2538;0,2727;8,8333;27,5833;186,3250;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;22;0;0;0;0;0;0;0;0;;0;21;22;6;22;0;125,7500
30;145;20260852;16;14;True;False;False;False;False;77,5043;21,0715;51,4762;26,4762;36,4762;6,0722;5,6927;0,9375;23,0833;91,0833;745,7450;True;3;3;0,1875;0,1875;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;14;16;15;16;0;125,2500
45;145;20260852;16;14;True;False;False;False;False;86,1531;23,4229;44,3462;19,3462;29,3462;3,5486;2,6615;0,7500;11,2500;42,5833;623,0633;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;12;16;0;91,0000
60;145;20260852;18;12;True;False;False;False;False;50,9646;10,2012;27,8669;2,8669;12,8669;4,1111;2,0556;0,5000;9,3333;37,0000;346,9050;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;18;0;0;0;0;0;0;0;0;;0;16;18;9;18;0;102,0833
75;145;20260852;21;9;False;False;False;True;True;-1,4735;-0,4006;28,5727;3,5727;13,5727;3,7396;1,4246;0,3810;10,7500;29,9167;218,3167;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;20;21;8;21;0;115,3333
90;145;20260852;21;9;True;False;False;False;False;10,0065;2,7205;30,8975;5,8975;15,8975;3,2333;0,7698;0,2381;7,0000;16,1667;121,0417;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;21;21;5;21;0;118,5833
30;146;20260853;15;15;True;False;False;False;False;68,6782;18,6719;48,9167;23,9167;33,9167;5,0256;4,3556;0,8667;22,9167;65,3333;520,7233;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;15;0;0;0;0;0;0;0;0;;0;13;15;13;15;0;88,5833
45;146;20260853;16;14;True;False;False;False;False;51,5364;14,0115;43,9456;18,9456;28,9456;4,2014;3,1510;0,7500;10,0000;50,4167;721,7967;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;12;16;0;103,5833
60;146;20260853;17;13;True;False;False;False;False;68,6993;12,9465;30,7408;5,7408;15,7408;3,8333;1,8039;0,4706;9,1667;30,6667;480,1633;True;1;1;0,0588;0,0588;0,0000;0,0000;0,0000;0;17;0;0;0;0;0;0;0;0;;0;16;17;8;17;0;119,8333
75;146;20260853;19;11;False;True;True;True;False;-48,3346;-13,1410;14,9830;-10,0170;-0,0170;4,3333;1,3684;0,3158;8,7500;26,0000;243,6250;True;1;1;0,0526;0,0526;0,0526;0,0000;0,0526;0;18;1;0;1;0;0;0;0;0;;1;18;19;6;19;0;109,3333
90;146;20260853;22;8;True;False;False;False;False;30,9907;8,4256;33,5756;8,5756;18,5756;8,2917;3,0152;0,3636;21,6667;66,3333;809,7233;True;1;1;0,0455;0,0455;0,0000;0,0000;0,0000;0;22;0;0;0;0;0;0;0;0;;0;20;22;8;22;0;140,4167
30;147;20260854;14;16;True;False;False;False;False;111,4488;30,3001;61,3201;36,3201;46,3201;4,1923;3,8929;0,9286;21,4167;54,5000;471,8633;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;14;0;0;0;0;0;0;0;0;;0;13;14;13;14;0;80,4167
45;147;20260854;16;14;True;False;False;False;False;43,2642;11,7625;41,5466;16,5466;26,5466;4,8125;3,6094;0,7500;19,7500;57,7500;631,0133;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;12;16;0;99,6667
60;147;20260854;18;12;True;False;False;False;False;0,6818;0,1854;29,1977;4,1977;14,1977;5,4444;2,7222;0,5000;23,5833;49,0000;515,6300;True;1;1;0,0556;0,0556;0,0000;0,0000;0,0000;0;18;0;0;0;0;0;0;0;0;;0;16;18;9;18;0;132,0833
75;147;20260854;20;10;True;False;False;False;False;24,4437;6,6456;25,0791;0,0791;10,0791;3,7812;1,5125;0,4000;7,2500;30,2500;329,6300;True;2;1;0,0500;0,1000;0,0000;0,0000;0,0000;0;20;0;0;0;0;0;0;0;0;;0;18;20;8;20;0;162,6667
90;147;20260854;21;9;True;False;False;False;False;24,4437;6,6456;31,3657;6,3657;16,3657;4,8958;1,8651;0,3810;14,4167;39,1667;181,0367;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;21;21;8;21;0;130,5000
30;148;20260855;15;15;True;False;False;False;False;50,2634;13,6654;43,5764;18,5764;28,5764;5,7628;4,9944;0,8667;19,2500;74,9167;638,8500;True;1;1;0,0667;0,0667;0,0000;0,0000;0,0000;0;15;0;0;0;0;0;0;0;0;;0;14;15;13;15;0;92,1667
45;148;20260855;16;14;False;True;True;True;True;-54,1192;-14,7137;13,3054;-11,6946;-1,6946;5,5486;4,1615;0,7500;22,7500;66,5833;495,3183;True;2;2;0,1250;0,1250;0,0000;0,0000;0,0000;1;16;0;0;0;0;0;0;0;0;;0;16;16;12;16;0;100,5000
60;148;20260855;18;12;True;False;False;False;False;22,2191;6,0408;35,4435;10,4435;20,4435;3,4375;1,5278;0,4444;6,8333;27,5000;290,1717;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;18;0;0;0;0;0;0;0;0;;0;16;18;8;18;0;98,5000
75;148;20260855;20;10;True;False;False;False;False;22,2191;6,0408;34,1615;9,1615;19,1615;2,0000;0,7000;0,3500;5,0000;14,0000;122,4167;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;20;0;0;0;0;0;0;0;0;;0;18;20;7;20;0;106,2500
90;148;20260855;21;9;True;False;False;False;False;22,2191;6,0408;35,4435;10,4435;20,4435;4,1111;1,1746;0,2857;8,7500;24,6667;200,5833;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;21;21;6;21;0;122,5000
30;149;20260856;15;15;True;False;False;False;False;74,6495;20,2953;50,6484;25,6484;35,6484;4,1012;3,8278;0,9333;18,4167;57,4167;643,3133;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;15;0;0;0;0;0;0;0;0;;0;11;15;14;15;0;86,4167
45;149;20260856;16;14;True;False;False;False;False;42,6761;11,6026;40,9932;15,9932;25,9932;4,2292;3,1719;0,7500;10,5833;50,7500;665,1300;True;2;2;0,1250;0,1250;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;12;16;0;127,1667
60;149;20260856;17;13;True;False;False;False;False;18,5093;5,0322;34,3677;9,3677;19,3677;4,1833;2,4608;0,5882;19,8333;41,8333;327,6217;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;17;0;0;0;0;0;0;0;0;;0;16;17;10;17;0;102,9167
75;149;20260856;20;10;False;True;True;True;False;-64,4540;-10,5820;6,1095;-18,8905;-8,8905;4,6875;1,8750;0,4000;9,3333;37,5000;344,2800;True;2;1;0,0500;0,1000;0,0500;0,0000;0,0500;0;19;1;0;1;0;0;0;0;0;;1;18;20;8;20;0;116,5833
90;149;20260856;22;8;True;False;False;False;False;17,8783;4,8607;34,1847;9,1847;19,1847;4,5938;1,6705;0,3636;9,4167;36,7500;277,0750;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;22;0;0;0;0;0;0;0;0;;0;21;22;8;22;0;131,7500
30;150;20260857;15;15;True;False;False;False;False;76,9431;20,9189;51,3135;26,3135;36,3135;4,0595;3,7889;0,9333;16,9167;56,8333;963,7800;True;1;1;0,0667;0,0667;0,0000;0,0000;0,0000;0;15;0;0;0;0;0;0;0;0;;0;13;15;14;15;0;98,5833
45;150;20260857;16;14;False;True;False;True;True;-20,3101;-5,5218;23,1101;-1,8899;8,1101;5,5455;3,8125;0,6875;13,5000;61,0000;522,4250;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;1;16;0;0;0;0;0;0;0;0;;0;16;16;11;16;0;104,7500
60;150;20260857;17;13;True;False;False;False;False;16,3347;4,4410;33,7371;8,7371;18,7371;3,8472;1,3578;0,3529;7,0000;23,0833;202,9217;True;1;1;0,0588;0,0588;0,0000;0,0000;0,0000;0;17;0;0;0;0;0;0;0;0;;0;16;17;6;17;0;100,5833
75;150;20260857;20;10;True;False;False;False;False;16,3347;4,4410;33,7371;8,7371;18,7371;3,7639;1,1292;0,3000;9,5833;22,5833;227,9583;True;1;1;0,0500;0,0500;0,0000;0,0000;0,0000;0;20;0;0;0;0;0;0;0;0;;0;20;20;6;20;0;115,5833
90;150;20260857;21;9;True;False;False;False;False;16,3347;4,4410;33,7371;8,7371;18,7371;3,1250;0,8929;0,2857;5,9167;18,7500;140,8333;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;20;21;6;21;0;122,5833
30;151;20260858;14;16;True;False;False;False;False;104,8847;28,5155;54,6466;29,6466;39,6466;4,3269;4,0179;0,9286;17,8333;56,2500;973,0067;True;2;2;0,1429;0,1429;0,0000;0,0000;0,0000;0;14;0;0;0;0;0;0;0;0;;0;13;14;13;14;0;120,2500
45;151;20260858;16;14;True;False;False;False;False;47,2905;12,8571;42,7142;17,7142;27,7142;3,5139;2,6354;0,7500;7,8333;42,1667;405,7083;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;12;16;0;101,4167
60;151;20260858;18;12;True;False;False;False;False;16,2690;4,4231;33,7180;8,7180;18,7180;4,1250;1,8333;0,4444;9,9167;33,0000;245,0050;True;1;1;0,0556;0,0556;0,0000;0,0000;0,0000;0;18;0;0;0;0;0;0;0;0;;0;16;18;8;18;0;121,5000
75;151;20260858;19;11;True;False;False;False;False;28,2889;7,6910;37,2038;12,2038;22,2038;3,0833;1,1360;0,3684;5,6667;21,5833;315,1250;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;19;0;0;0;0;0;0;0;0;;0;19;19;7;19;0;108,9167
90;151;20260858;21;9;True;False;False;False;False;28,2889;7,6910;36,9467;11,9467;21,9467;3,1667;0,7540;0,2381;6,0833;15,8333;209,6667;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;20;21;5;21;0;119,5000
30;152;20260859;15;15;True;False;False;False;False;54,4088;14,7924;44,7785;19,7785;29,7785;5,5774;5,2056;0,9333;18,0833;78,0833;839,3167;True;1;1;0,0667;0,0667;0,0000;0,0000;0,0000;0;15;0;0;0;0;0;0;0;0;;0;14;15;14;15;0;97,5000
45;152;20260859;16;14;True;False;False;False;False;49,8831;13,5620;43,4661;18,4661;28,4661;3,1859;2,5885;0,8125;7,3333;41,4167;599,4383;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;13;16;0;129,4167
60;152;20260859;18;12;True;False;False;False;False;15,0638;4,0955;33,3685;8,3685;18,3685;6,2315;3,1157;0,5000;17,8333;56,0833;502,4100;True;1;1;0,0556;0,0556;0,0000;0,0000;0,0000;0;18;0;0;0;0;0;0;0;0;;0;16;18;9;18;0;137,7500
75;152;20260859;21;9;False;True;True;True;False;-48,4497;-13,1723;14,9496;-10,0504;-0,0504;4,0208;1,5317;0,3810;6,7500;32,1667;358,7583;True;1;1;0,0476;0,0476;0,0476;0,0000;0,0476;0;20;1;0;1;0;0;0;0;0;;1;20;21;8;21;0;114,7500
90;152;20260859;21;9;True;False;False;False;False;13,0499;3,5479;32,7845;7,7845;17,7845;3,2778;0,9365;0,2857;5,7500;19,6667;145,3333;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;21;21;6;21;0;124,0833
30;153;20260860;16;14;True;False;False;False;False;105,8298;28,7725;59,6906;34,6906;44,6906;4,1510;4,1510;1,0000;25,0833;66,4167;575,0967;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;16;16;0;90,5000
45;153;20260860;16;14;True;False;False;False;False;62,8383;17,0842;47,2231;22,2231;32,2231;2,7197;1,8698;0,6875;4,7500;29,9167;366,5383;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;11;16;0;90,8333
60;153;20260860;18;12;True;False;False;False;False;19,4881;5,2983;34,6516;9,6516;19,6516;3,6389;1,8194;0,5000;9,3333;32,7500;299,9550;True;1;1;0,0556;0,0556;0,0000;0,0000;0,0000;0;18;0;0;0;0;0;0;0;0;;0;16;18;9;18;0;135,5833
75;153;20260860;20;10;True;False;False;False;False;29,5240;8,0268;37,0204;12,0204;22,0204;3,4405;1,2042;0,3500;6,4167;24,0833;171,4217;True;1;1;0,0500;0,0500;0,0000;0,0000;0,0000;0;20;0;0;0;0;0;0;0;0;;0;19;20;7;20;0;133,0833
90;153;20260860;21;9;True;False;False;False;False;29,5240;8,0268;37,0204;12,0204;22,0204;3,4000;0,8095;0,2381;5,9167;17,0000;71,4400;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;21;21;5;21;0;119,0000
30;154;20260861;15;15;True;False;False;False;False;82,6508;22,4707;52,9687;27,9687;37,9687;6,1548;5,7444;0,9333;28,0000;86,1667;930,6733;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;15;0;0;0;0;0;0;0;0;;0;12;15;14;15;0;87,4167
45;154;20260861;16;14;True;False;False;False;False;23,2901;6,3320;35,7541;10,7541;20,7541;5,5556;3,1250;0,5625;12,5833;50,0000;588,7383;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;9;16;0;94,4167
60;154;20260861;19;11;True;False;False;False;False;37,3403;10,1519;39,8287;14,8287;24,8287;3,7500;1,9737;0,5263;9,4167;37,5000;321,8550;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;19;0;0;0;0;0;0;0;0;;0;16;19;10;19;0;105,3333
75;154;20260861;20;10;True;False;False;False;False;29,9835;8,1518;30,4720;5,4720;15,4720;3,1481;1,4167;0,4500;6,5000;28,3333;263,4217;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;20;0;0;0;0;0;0;0;0;;0;19;20;9;20;0;117,3333
90;154;20260861;21;9;True;False;False;False;False;29,9835;8,1518;34,6583;9,6583;19,6583;3,2857;1,0952;0,3333;6,5833;23,0000;163,8750;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;21;21;7;21;0;125,2500
30;155;20260862;15;15;True;False;False;False;False;74,0395;20,1295;50,4715;25,4715;35,4715;2,8512;2,6611;0,9333;7,5000;39,9167;567,6733;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;15;0;0;0;0;0;0;0;0;;0;15;15;14;15;0;85,3333
45;155;20260862;16;14;True;False;False;False;False;84,0441;22,8495;41,2873;16,2873;26,2873;4,5758;3,1458;0,6875;15,9167;50,3333;574,4483;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;11;16;0;94,8333
60;155;20260862;17;13;True;True;False;False;False;0,4695;0,0771;17,2682;-7,7318;2,2682;7,8958;3,7157;0,4706;29,0833;63,1667;854,3467;True;2;2;0,1176;0,1176;0,0000;0,0000;0,0000;1;17;0;0;0;0;0;0;0;0;;0;16;17;8;17;0;125,0833
75;155;20260862;20;10;True;True;False;False;False;25,3353;6,8880;24,6167;-0,3833;9,6167;2,5000;0,8750;0,3500;4,8333;17,5000;216,7500;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;1;20;0;0;0;0;0;0;0;0;;0;17;20;7;20;0;107,8333
90;155;20260862;22;8;True;False;False;False;False;25,3353;6,8880;31,7595;6,7595;16,7595;4,3095;1,3712;0,3182;9,3333;30,1667;404,7833;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;22;0;0;0;0;0;0;0;0;;0;21;22;7;22;0;128,8333
30;156;20260863;16;14;True;False;False;False;False;81,0896;22,0462;52,5160;27,5160;37,5160;4,0444;3,7917;0,9375;18,9167;60,6667;683,1900;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;15;16;0;87,6667
45;156;20260863;16;14;True;False;False;False;False;65,1978;12,7607;30,5464;5,5464;15,5464;5,6875;2,8438;0,5000;10,6667;45,5000;809,6300;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;8;16;0;91,2500
60;156;20260863;19;11;True;False;False;False;False;6,9223;1,8820;31,0075;6,0075;16,0075;3,9537;1,8728;0,4737;11,4167;35,5833;327,1550;True;1;1;0,0526;0,0526;0,0000;0,0000;0,0000;0;19;0;0;0;0;0;0;0;0;;0;16;19;9;19;0;130,0833
75;156;20260863;21;9;True;False;False;False;False;25,4550;6,9206;34,6805;9,6805;19,6805;3,2024;1,0675;0,3333;6,8333;22,4167;152,4167;True;2;1;0,0476;0,0952;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;20;21;7;21;0;169,2500
90;156;20260863;22;8;True;False;False;False;False;25,4550;6,9206;34,6805;9,6805;19,6805;4,6528;1,2689;0,2727;7,5833;27,9167;353,5417;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;22;0;0;0;0;0;0;0;0;;0;21;22;6;22;0;125,7500
30;157;20260864;15;15;True;False;False;False;False;124,9054;33,9586;59,0701;34,0701;44,0701;4,2889;4,2889;1,0000;21,3333;64,3333;1213,6900;True;1;1;0,0667;0,0667;0,0000;0,0000;0,0000;0;15;0;0;0;0;0;0;0;0;;0;14;15;15;15;0;88,3333
45;157;20260864;16;14;True;False;False;False;False;61,0514;16,5983;44,4673;19,4673;29,4673;6,7569;5,0677;0,7500;29,4167;81,0833;1048,5883;True;2;2;0,1250;0,1250;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;12;16;0;126,5833
60;157;20260864;19;11;False;True;True;True;False;-48,5158;-13,1902;14,9304;-10,0696;-0,0696;5,5000;2,8947;0,5263;12,9167;55,0000;764,9217;True;1;1;0,0526;0,0526;0,0526;0,0000;0,0526;0;18;1;0;1;0;0;0;0;0;;1;16;19;10;19;0;115,5000
75;157;20260864;19;11;True;False;False;False;False;19,8077;5,3852;33,1518;8,1518;18,1518;2,5000;0,6579;0,2632;4,8333;12,5000;68,5000;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;19;0;0;0;0;0;0;0;0;;0;19;19;5;19;0;104,1667
90;157;20260864;21;9;True;False;False;False;False;19,8077;5,3852;33,1518;8,1518;18,1518;3,5556;1,0159;0,2857;7,5000;21,3333;215,7500;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;20;21;6;21;0;125,4167
30;158;20260865;14;16;True;False;False;False;False;74,9574;20,3790;50,7376;25,7376;35,7376;4,8631;4,8631;1,0000;18,9167;68,0833;611,3367;True;4;3;0,2143;0,2857;0,0000;0,0000;0,0000;0;14;0;0;0;0;0;0;0;0;;0;14;14;14;14;0;135,2500
45;158;20260865;16;14;True;False;False;False;False;50,9709;13,8577;43,7816;18,7816;28,7816;5,3889;3,0312;0,5625;20,5000;48,5000;539,8300;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;9;16;0;85,6667
60;158;20260865;19;11;False;False;False;True;True;-2,8449;-0,7734;28,1750;3,1750;13,1750;3,7407;1,7719;0,4737;11,0000;33,6667;324,4583;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;19;0;0;0;0;0;0;0;0;;0;16;19;9;19;0;100,6667
75;158;20260865;21;9;True;False;False;False;False;19,7072;5,3579;34,7151;9,7151;19,7151;3,6250;1,3810;0,3810;9,0833;29,0000;309,8750;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;20;21;8;21;0;112,2500
90;158;20260865;22;8;True;False;False;False;False;19,7072;5,3579;30,0912;5,0912;15,0912;4,4286;1,4091;0,3182;10,6667;31,0000;362,3333;True;2;1;0,0455;0,0909;0,0000;0,0000;0,0000;0;22;0;0;0;0;0;0;0;0;;0;21;22;7;22;0;184,0000
30;159;20260866;15;15;True;False;False;False;False;90,9501;24,7271;51,1667;26,1667;36,1667;6,1488;5,7389;0,9333;28,9167;86,0833;934,4233;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;15;0;0;0;0;0;0;0;0;;0;15;15;14;15;0;87,6667
45;159;20260866;16;14;True;False;False;False;False;37,3458;10,1534;39,8303;14,8303;24,8303;4,3258;2,9740;0,6875;14,6667;47,5833;428,1050;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;11;16;0;93,5833
60;159;20260866;18;12;True;False;False;False;False;11,9181;3,2402;32,4563;7,4563;17,4563;3,0208;1,3426;0,4444;4,8333;24,1667;303,5100;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;18;0;0;0;0;0;0;0;0;;0;16;18;8;18;0;97,9167
75;159;20260866;19;11;True;False;False;False;False;29,7477;8,0877;32,8211;7,8211;17,8211;1,9000;0,5000;0,2632;3,4167;9,5000;80,8750;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;19;0;0;0;0;0;0;0;0;;0;19;19;5;19;0;101,6667
90;159;20260866;21;9;True;False;False;False;False;29,7477;8,0877;32,8211;7,8211;17,8211;3,2292;0,6151;0,1905;5,6667;12,9167;59,3750;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;21;21;4;21;0;117,0000
30;160;20260867;16;14;True;False;False;False;False;84,6896;23,0250;53,2407;28,2407;38,2407;3,4722;3,2552;0,9375;8,7500;52,0833;702,6217;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;14;16;15;16;0;94,5833
45;160;20260867;16;14;True;False;False;False;False;13,3964;3,6421;32,8850;7,8850;17,8850;5,2424;3,6042;0,6875;18,7500;57,6667;550,9067;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;11;16;0;94,8333
60;160;20260867;18;12;True;False;False;False;False;35,3606;9,6137;39,2546;14,2546;24,2546;4,2417;2,3565;0,5556;11,2500;42,4167;390,4967;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;18;0;0;0;0;0;0;0;0;;0;16;18;10;18;0;109,3333
75;160;20260867;19;11;False;True;True;True;False;-12,8954;-2,1172;14,9711;-10,0289;-0,0289;3,9062;1,6447;0,4211;8,8333;31,2500;463,4833;True;3;3;0,1579;0,1579;0,0526;0,0000;0,0526;0;18;1;0;1;0;0;0;0;0;;1;18;19;8;19;0;143,5000
90;160;20260867;22;8;True;False;False;False;False;21,8465;5,9395;35,3355;10,3355;20,3355;3,1111;0,8485;0,2727;8,5000;18,6667;141,7417;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;22;0;0;0;0;0;0;0;0;;0;21;22;6;22;0;121,5833
30;161;20260868;16;14;True;False;False;False;False;75,8347;20,6176;50,9921;25,9921;35,9921;3,7944;3,5573;0,9375;20,0000;56,9167;423,4317;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;15;16;15;16;0;83,0833
45;161;20260868;16;14;True;False;False;False;False;24,4642;6,6512;36,0946;11,0946;21,0946;5,0833;3,1771;0,6250;18,7500;50,8333;630,3717;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;10;16;0;92,2500
60;161;20260868;18;12;True;False;False;False;False;29,6829;8,0700;37,6080;12,6080;22,6080;3,0714;1,1944;0,3889;6,0000;21,5000;202,8383;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;18;0;0;0;0;0;0;0;0;;0;16;18;7;18;0;97,0000
75;161;20260868;19;11;True;False;False;False;False;29,6829;8,0700;33,8316;8,8316;18,8316;4,4722;1,4123;0,3158;9,1667;26,8333;256,3333;True;2;1;0,0526;0,1053;0,0000;0,0000;0,0000;0;19;0;0;0;0;0;0;0;0;;0;19;19;6;19;0;135,5000
90;161;20260868;22;8;True;False;False;False;False;29,6829;8,0700;35,9144;10,9144;20,9144;3,6333;0,8258;0,2273;9,6667;18,1667;107,5750;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;22;0;0;0;0;0;0;0;0;;0;21;22;5;22;0;117,7500
30;162;20260869;15;15;True;False;False;False;False;15,9657;4,3407;33,6300;8,6300;18,6300;6,5119;6,0778;0,9333;22,6667;91,1667;1471,1383;True;3;3;0,2000;0,2000;0,0000;0,0000;0,0000;0;15;0;0;0;0;0;0;0;0;;0;13;15;14;15;0;102,8333
45;162;20260869;16;14;True;False;False;False;False;46,5387;12,6527;42,4962;17,4962;27,4962;4,6333;2,8958;0,6250;19,8333;46,3333;303,7267;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;10;16;0;120,3333
60;162;20260869;18;12;False;True;True;True;False;-49,6760;-13,5057;14,5940;-10,4060;-0,4060;6,2315;3,1157;0,5000;11,2500;56,0833;802,7217;True;3;3;0,1667;0,1667;0,0556;0,0000;0,0556;1;17;1;0;1;0;0;0;0;0;;1;17;18;9;18;0;128,2500
