transition_min;replication;seed;generated_active_count;cancelled_not_started_count;all_aircraft_land_above_reserve;at_least_one_aircraft_ever_low_fuel;at_least_one_aircraft_ever_emergency_endurance;at_least_one_aircraft_ever_below_reserve;at_least_one_aircraft_landed_below_reserve;minimum_fuel_margin_percent_of_reserve;minimum_fuel_margin_percent_of_normal_load;minimum_remaining_endurance_min;minimum_low_fuel_endurance_margin_min;minimum_emergency_endurance_margin_min;mean_holding_time_min;mean_holding_time_per_active_aircraft_min;holding_delay_rate;max_holding_time_min;total_holding_time_min;total_holding_fuel_consumption_kg;at_least_one_go_around;total_go_around_count;go_around_sortie_count;go_around_sortie_rate;go_around_events_per_active_sortie;diversion_rate;diversion_before_holding_rate;diversion_after_holding_rate;fuel_priority_landings;landed_count;diverted_count;diverted_before_holding_count;diverted_after_holding_count;crashed_count;crashed_from_go_around_transition_count;crashed_from_other_status_count;crashed_after_go_around_count;crashed_without_go_around_count;crashed_from_statuses;not_landed_count;ever_vfr_activity_count;ever_ready_for_approach_count;ever_holding_count;ever_approach_count;active_unresolved_count;final_simulation_time_min
75;56;20260763;19;11;False;True;True;True;True;-35,0978;-5,7623;11,1551;-13,8449;-3,8449;13,7167;3,6096;0,2632;24,8333;68,5833;1574,9583;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;1;19;0;0;0;0;0;0;0;0;;0;18;19;5;19;0;115,2500
90;56;20260763;21;9;True;False;False;False;False;27,2734;7,4150;35,6283;10,6283;20,6283;12,2292;2,3294;0,1905;24,9167;48,9167;226,9350;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;21;21;4;21;0;131,8333
30;57;20260764;14;16;True;False;False;False;False;45,6348;12,4070;42,2341;17,2341;27,2341;16,4242;12,9048;0,7857;30,5833;180,6667;1777,3733;True;1;1;0,0714;0,0714;0,0000;0,0000;0,0000;0;14;0;0;0;0;0;0;0;0;;0;14;14;11;14;0;102,1667
45;57;20260764;17;13;False;True;False;True;True;-15,4792;-4,2084;17,2747;-7,7253;2,2747;14,8106;9,5833;0,6471;28,8333;162,9167;2631,7117;True;1;1;0,0588;0,0588;0,0000;0,0000;0,0000;2;17;0;0;0;0;0;0;0;0;;0;16;17;11;17;0;98,0833
60;57;20260764;19;11;False;True;False;True;True;-38,3319;-10,4215;17,8837;-7,1163;2,8837;17,0463;8,0746;0,4737;35,0833;153,4167;2184,7183;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;1;19;0;0;0;0;0;0;0;0;;0;17;19;9;19;0;111,1667
75;57;20260764;20;10;True;True;False;False;False;21,1202;4,0830;21,4618;-3,5382;6,4618;10,7738;3,7708;0,3500;25,0833;75,4167;1604,0417;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;1;20;0;0;0;0;0;0;0;0;;0;19;20;7;20;0;119,9167
90;57;20260764;22;8;False;True;True;True;False;-12,8896;-2,1162;14,9721;-10,0279;-0,0279;14,4306;3,9356;0,2727;26,1667;86,5833;1068,3683;True;1;1;0,0455;0,0455;0,0455;0,0000;0,0455;0;21;1;0;1;0;0;0;0;0;;1;21;22;6;21;0;160,1667
30;58;20260765;15;15;True;False;False;False;False;15,2318;4,1411;33,4172;8,4172;18,4172;20,7292;16,5833;0,8000;36,2500;248,7500;3202,6050;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;15;0;0;0;0;0;0;0;0;;0;14;15;12;15;0;90,0833
45;58;20260765;16;14;True;False;False;False;False;4,8101;1,3077;28,3344;3,3344;13,3344;20,1111;11,3125;0,5625;34,5000;181,0000;2504,1217;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;9;16;0;134,7500
60;58;20260765;18;12;False;True;True;True;True;-50,3198;-13,6807;14,4073;-10,5927;-0,5927;18,0938;8,0417;0,4444;28,0000;144,7500;2122,6600;True;1;1;0,0556;0,0556;0,0000;0,0000;0,0000;1;18;0;0;0;0;0;0;0;0;;0;16;18;8;18;0;146,0000
75;58;20260765;19;11;True;True;False;False;False;32,8257;5,6580;23,1107;-1,8893;8,1107;13,2167;3,4781;0,2632;23,5833;66,0833;1499,9583;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;1;19;0;0;0;0;0;0;0;0;;0;18;19;5;19;0;116,3333
90;58;20260765;22;8;True;False;False;False;False;32,8257;8,9245;35,7772;10,7772;20,7772;14,9000;3,3864;0,2273;26,5833;74,5000;956,9017;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;22;0;0;0;0;0;0;0;0;;0;21;22;5;22;0;134,0000
30;59;20260766;15;15;False;False;False;True;True;-4,5520;-1,2376;27,6799;2,6799;12,6799;24,2917;19,4333;0,8000;39,0833;291,5000;4177,4500;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;15;0;0;0;0;0;0;0;0;;0;15;15;12;15;0;92,7500
45;59;20260766;16;14;True;False;False;False;False;2,6520;0,7210;29,7691;4,7691;14,7691;13,6759;7,6927;0,5625;27,4167;123,0833;1973,4983;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;9;16;0;131,9167
60;59;20260766;17;13;False;True;False;True;True;-40,7226;-11,0715;17,1904;-7,8096;2,1904;19,7976;8,1520;0,4118;28,0000;138,5833;2152,1767;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;2;17;0;0;0;0;0;0;0;0;;0;16;17;7;17;0;113,1667
75;59;20260766;20;10;False;True;True;True;True;-45,5224;-7,4738;9,3633;-15,6367;-5,6367;11,0417;3,3125;0,3000;21,6667;66,2500;1456,0000;True;1;1;0,0500;0,0500;0,0000;0,0000;0,0000;2;20;0;0;0;0;0;0;0;0;;0;19;20;6;20;0;133,8333
90;59;20260766;23;7;True;False;False;False;False;19,5386;5,3120;32,9480;7,9480;17,9480;10,7083;3,7246;0,3478;30,3333;85,6667;1001,4517;True;1;1;0,0435;0,0435;0,0000;0,0000;0,0000;0;23;0;0;0;0;0;0;0;0;;0;22;23;8;23;0;164,4167
30;60;20260767;14;16;True;False;False;False;False;46,9664;12,7690;34,6840;9,6840;19,6840;21,8333;17,1548;0,7857;35,4167;240,1667;3102,3300;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;14;0;0;0;0;0;0;0;0;;0;13;14;11;14;0;87,7500
45;60;20260767;16;14;False;False;False;True;True;-3,8505;-1,0469;27,8834;2,8834;12,8834;20,4524;8,9479;0,4375;29,0000;143,1667;2212,5417;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;15;16;7;16;0;97,9167
60;60;20260767;18;12;False;True;True;True;True;-57,8945;-15,7401;12,2106;-12,7894;-2,7894;20,5595;7,9954;0,3889;34,2500;143,9167;1995,7183;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;1;18;0;0;0;0;0;0;0;0;;0;16;18;7;18;0;111,9167
75;60;20260767;20;10;False;True;True;True;True;-36,8074;-6,0430;10,8612;-14,1388;-4,1388;10,7778;3,2333;0,3000;22,0833;64,6667;1438,3333;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;1;20;0;0;0;0;0;0;0;0;;0;18;20;6;20;0;116,0000
90;60;20260767;21;9;True;False;False;False;False;26,1473;7,1088;32,7716;7,7716;17,7716;13,4167;2,5556;0,1905;27,2500;53,6667;638,4217;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;21;21;4;21;0;130,3333
30;61;20260768;15;15;False;False;False;True;True;-1,6242;-0,4416;28,5290;3,5290;13,5290;20,1795;17,4889;0,8667;37,1667;262,3333;3301,6517;True;1;1;0,0667;0,0667;0,0000;0,0000;0,0000;0;15;0;0;0;0;0;0;0;0;;0;15;15;13;15;0;121,8333
45;61;20260768;16;14;True;False;False;False;False;17,7771;4,8332;34,1554;9,1554;19,1554;17,4907;9,8385;0,5625;31,0000;157,4167;1984,7783;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;9;16;0;97,8333
60;61;20260768;18;12;False;True;True;True;False;-74,0064;-20,1205;7,5381;-17,4619;-7,4619;17,5185;8,7593;0,5000;35,4167;157,6667;2073,6933;True;1;1;0,0556;0,0556;0,0556;0,0000;0,0556;0;17;1;0;1;0;0;0;0;0;;1;17;18;9;18;0;115,5833
75;61;20260768;19;11;True;True;False;False;False;16,2814;2,6731;19,9859;-5,0141;4,9859;12,6500;3,3289;0,2632;21,6667;63,2500;1443,1250;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;1;19;0;0;0;0;0;0;0;0;;0;19;19;5;19;0;116,9167
90;61;20260768;22;8;True;False;False;False;False;28,7328;7,8117;37,3325;12,3325;22,3325;11,3542;2,0644;0,1818;21,9167;45,4167;932,5500;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;22;0;0;0;0;0;0;0;0;;0;19;22;4;22;0;124,4167
30;62;20260769;15;15;True;False;False;False;False;63,8997;12,3021;30,0662;5,0662;15,0662;17,6987;15,3389;0,8667;38,9167;230,0833;2752,2183;True;1;1;0,0667;0,0667;0,0000;0,0000;0,0000;0;15;0;0;0;0;0;0;0;0;;0;13;15;13;15;0;93,5000
45;62;20260769;16;14;True;False;False;False;False;10,2821;2,7954;30,7213;5,7213;15,7213;18,4688;9,2344;0,5000;29,0833;147,7500;2152,7650;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;8;16;0;97,0000
60;62;20260769;18;12;False;True;True;True;True;-84,0046;-22,8387;4,6387;-20,3613;-10,3613;17,3611;8,6806;0,5000;30,5833;156,2500;2170,3400;True;3;3;0,1667;0,1667;0,0556;0,0000;0,0556;1;17;1;0;1;0;0;0;0;0;;1;17;18;9;18;0;147,8333
75;62;20260769;19;11;True;False;False;False;False;22,1058;6,0100;35,4107;10,4107;20,4107;8,6833;2,2851;0,2632;20,2500;43,4167;759,1667;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;19;0;0;0;0;0;0;0;0;;0;19;19;5;19;0;114,0000
90;62;20260769;22;8;True;True;False;False;False;15,4470;2,2398;23,9140;-1,0860;8,9140;10,6944;2,9167;0,2727;27,2500;64,1667;640,9217;True;2;2;0,0909;0,0909;0,0000;0,0000;0,0000;1;22;0;0;0;0;0;0;0;0;;0;20;22;6;22;0;146,8333
30;63;20260770;16;14;True;False;False;False;False;27,1738;7,3879;36,8804;11,8804;21,8804;21,0238;18,3958;0,8750;47,0000;294,3333;4046,1250;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;14;16;14;16;0;100,9167
45;63;20260770;16;14;False;True;True;True;False;-48,3425;-13,1431;14,9807;-10,0193;-0,0193;22,3981;12,5990;0,5625;42,3333;201,5833;3415,1700;True;2;2;0,1250;0,1250;0,0625;0,0000;0,0625;1;15;1;0;1;0;0;0;0;0;;1;16;16;9;16;0;111,2500
60;63;20260770;19;11;True;True;False;False;False;16,2126;4,4078;24,8800;-0,1200;9,8800;17,9444;8,5000;0,4737;34,6667;161,5000;2305,0833;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;1;19;0;0;0;0;0;0;0;0;;0;17;19;9;19;0;114,7500
75;63;20260770;19;11;False;True;True;True;True;-26,5809;-7,2267;14,9247;-10,0753;-0,0753;15,4048;5,6754;0,3684;27,6667;107,8333;1576,5383;False;0;0;0,0000;0,0000;0,0526;0,0000;0,0526;1;18;1;0;1;0;0;0;0;0;;1;19;19;7;18;0;121,1667
90;63;20260770;21;9;True;False;False;False;False;21,4204;5,8237;32,8525;7,8525;17,8525;9,9444;1,4206;0,1429;24,9167;29,8333;42,6850;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;21;21;3;21;0;128,1667
30;64;20260771;14;16;False;True;False;True;True;-25,6411;-6,9712;21,5641;-3,4359;6,5641;22,2372;20,6488;0,9286;46,5833;289,0833;3517,6417;True;1;1;0,0714;0,0714;0,0000;0,0000;0,0000;1;14;0;0;0;0;0;0;0;0;;0;14;14;13;14;0;100,8333
45;64;20260771;16;14;False;False;False;True;True;-3,2136;-0,8737;28,0681;3,0681;13,0681;19,8519;11,1667;0,5625;34,1667;178,6667;2465,7017;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;9;16;0;100,6667
60;64;20260771;18;12;False;True;True;True;True;-58,4623;-15,8944;12,0459;-12,9541;-2,9541;14,4583;6,4259;0,4444;25,1667;115,6667;1689,2100;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;1;18;0;0;0;0;0;0;0;0;;0;16;18;8;18;0;108,2500
75;64;20260771;20;10;True;False;False;False;False;35,5440;9,6635;38,0445;13,0445;23,0445;10,7083;2,1417;0,2000;21,4167;42,8333;781,3333;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;20;0;0;0;0;0;0;0;0;;0;19;20;4;20;0;114,5000
90;64;20260771;23;7;True;True;False;False;False;5,8470;0,8478;21,9254;-3,0746;6,9254;19,3214;5,8804;0,3043;32,7500;135,2500;2073,3700;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;1;23;0;0;0;0;0;0;0;0;;0;21;23;7;23;0;141,1667
30;65;20260772;16;14;True;False;False;False;False;58,0163;15,7732;45,0100;20,0100;30,0100;20,9762;18,3542;0,8750;39,0000;293,6667;4023,0783;True;2;1;0,0625;0,1250;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;13;16;14;16;0;145,6667
45;65;20260772;16;14;False;False;False;True;True;-4,7178;-1,2826;27,6318;2,6318;12,6318;19,0500;11,9062;0,6250;32,7500;190,5000;2970,0500;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;10;16;0;104,4167
60;65;20260772;18;12;False;True;False;True;True;-31,2827;-8,5050;19,9280;-5,0720;4,9280;21,0357;8,1806;0,3889;34,1667;147,2500;2251,0100;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;2;18;0;0;0;0;0;0;0;0;;0;16;18;7;18;0;111,6667
75;65;20260772;21;9;False;True;True;True;True;-40,3740;-6,6286;10,2482;-14,7518;-4,7518;15,5729;5,9325;0,3810;28,3333;124,5833;1610,3700;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;1;21;0;0;0;0;0;0;0;0;;0;20;21;8;21;0;124,5000
90;65;20260772;21;9;False;True;True;True;True;-71,7561;-10,4046;5,8505;-19,1495;-9,1495;13,5417;2,5794;0,1905;27,2500;54,1667;652,4217;True;1;1;0,0476;0,0476;0,0000;0,0000;0,0000;1;21;0;0;0;0;0;0;0;0;;0;21;21;4;21;0;146,6667
30;66;20260773;16;14;False;True;True;True;True;-21,4975;-4,5670;13,4926;-11,5074;-1,5074;25,1474;20,4323;0,8125;45,2500;326,9167;4584,7950;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;2;16;0;0;0;0;0;0;0;0;;0;15;16;13;16;0;97,7500
45;66;20260773;16;14;True;False;False;False;False;41,2734;11,2212;29,5412;4,5412;14,5412;19,1944;10,7969;0,5625;31,2500;172,7500;3358,8633;True;3;3;0,1875;0,1875;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;9;16;0;132,6667
60;66;20260773;19;11;False;True;False;True;True;-17,4782;-4,7519;18,9470;-6,0530;3,9470;17,4062;7,3289;0,4211;28,0000;139,2500;2064,8683;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;2;19;0;0;0;0;0;0;0;0;;0;16;19;8;19;0;110,8333
75;66;20260773;21;9;True;False;False;False;False;35,4887;9,6485;33,9904;8,9904;18,9904;14,1667;4,7222;0,3333;27,2500;99,1667;900,6800;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;20;21;7;21;0;123,9167
90;66;20260773;22;8;True;False;False;False;False;35,4887;9,6485;33,9904;8,9904;18,9904;14,9000;3,3864;0,2273;28,8333;74,5000;890,6900;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;22;0;0;0;0;0;0;0;0;;0;21;22;5;22;0;132,2500
30;67;20260774;16;14;False;True;False;True;True;-21,2195;-5,7691;22,8463;-2,1537;7,8463;24,9940;21,8698;0,8750;46,4167;349,9167;5020,1483;True;2;2;0,1250;0,1250;0,0000;0,0000;0,0000;1;16;0;0;0;0;0;0;0;0;;0;15;16;14;16;0;119,5000
45;67;20260774;16;14;False;True;True;True;False;-48,4216;-13,1646;14,9577;-10,0423;-0,0423;19,3083;12,0677;0,6250;33,3333;193,0833;3640,2733;True;1;1;0,0625;0,0625;0,0625;0,0000;0,0625;0;15;1;0;1;0;0;0;0;0;;1;16;16;10;16;0;101,4167
60;67;20260774;17;13;False;True;False;True;True;-42,2945;-11,4988;16,7346;-8,2654;1,7346;18,0729;8,5049;0,4706;28,0000;144,5833;2144,5350;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;2;17;0;0;0;0;0;0;0;0;;0;16;17;8;17;0;110,5000
75;67;20260774;20;10;True;False;False;False;False;38,0518;10,3453;37,7342;12,7342;22,7342;14,6071;5,1125;0,3500;27,2500;102,2500;967,4717;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;20;0;0;0;0;0;0;0;0;;0;19;20;7;20;0;123,2500
90;67;20260774;22;8;True;False;False;False;False;38,0518;10,3453;37,7342;12,7342;22,7342;12,0000;2,1818;0,1818;26,1667;48,0000;234,8600;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;22;0;0;0;0;0;0;0;0;;0;21;22;4;22;0;130,4167
30;68;20260775;15;15;False;True;True;True;True;-17,8155;-2,9249;14,1255;-10,8745;-0,8745;23,9722;19,1778;0,8000;44,5833;287,6667;3787,7067;True;1;1;0,0667;0,0667;0,0000;0,0000;0,0000;1;15;0;0;0;0;0;0;0;0;;0;14;15;12;15;0;98,2500
45;68;20260775;16;14;False;False;False;True;True;-8,8386;-2,4030;26,4368;1,4368;11,4368;20,2188;10,1094;0,5000;32,9167;161,7500;2051,0433;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;8;16;0;121,5833
60;68;20260775;19;11;True;False;False;False;False;17,3277;4,7110;25,4307;0,4307;10,4307;14,1667;6,7105;0,4737;26,7500;127,5000;1979,5767;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;19;0;0;0;0;0;0;0;0;;0;16;19;9;19;0;109,8333
75;68;20260775;19;11;True;False;False;False;False;28,0809;7,6345;33,6097;8,6097;18,6097;10,8333;3,4211;0,3158;22,6667;65,0000;1019,4583;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;19;0;0;0;0;0;0;0;0;;0;19;19;6;19;0;117,4167
90;68;20260775;23;7;True;False;False;False;False;28,0809;4,4478;27,0683;2,0683;12,0683;11,6310;3,5399;0,3043;29,4167;81,4167;983,4117;True;1;1;0,0435;0,0435;0,0000;0,0000;0,0000;0;23;0;0;0;0;0;0;0;0;;0;20;23;7;23;0;135,2500
30;69;20260776;15;15;True;False;False;False;False;40,9753;11,1402;40,8828;15,8828;25,8828;17,9872;15,5889;0,8667;36,3333;233,8333;2743,8183;True;1;1;0,0667;0,0667;0,0000;0,0000;0,0000;0;15;0;0;0;0;0;0;0;0;;0;14;15;13;15;0;90,3333
45;69;20260776;16;14;False;True;False;True;True;-15,7460;-4,2809;24,4337;-0,5663;9,4337;18,8056;14,1042;0,7500;34,0833;225,6667;3210,5967;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;1;16;0;0;0;0;0;0;0;0;;0;16;16;12;16;0;135,8333
60;69;20260776;18;12;False;True;False;True;True;-36,2383;-9,8523;18,4909;-6,5091;3,4909;13,1667;6,5833;0,5000;25,1667;118,5000;1808,8017;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;1;18;0;0;0;0;0;0;0;0;;0;16;18;9;18;0;108,3333
75;69;20260776;20;10;True;True;False;False;False;23,5367;5,0336;22,4571;-2,5429;7,4571;11,5556;3,4667;0,3000;23,5000;69,3333;1533,0417;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;1;20;0;0;0;0;0;0;0;0;;0;18;20;6;20;0;115,6667
90;69;20260776;21;9;True;False;False;False;False;23,5367;6,3991;35,8257;10,8257;20,8257;15,4722;2,2103;0,1429;24,9167;46,4167;218,1850;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;21;21;3;21;0;132,4167
30;70;20260777;15;15;False;False;False;True;True;-9,7973;-2,6637;26,1588;1,1588;11,1588;22,8264;18,2611;0,8000;37,6667;273,9167;3858,0900;True;1;1;0,0667;0,0667;0,0000;0,0000;0,0000;0;15;0;0;0;0;0;0;0;0;;0;14;15;12;15;0;123,0833
45;70;20260777;16;14;True;False;False;False;False;35,9686;8,7755;27,9950;2,9950;12,9950;20,8889;11,7500;0,5625;34,8333;188,0000;2679,8333;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;9;16;0;110,0000
60;70;20260777;17;13;False;True;False;True;True;-15,2567;-4,1479;16,1128;-8,8872;1,1128;16,9286;6,9706;0,4118;26,9167;118,5000;1907,0967;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;2;17;0;0;0;0;0;0;0;0;;0;16;17;7;17;0;110,1667
75;70;20260777;19;11;False;True;True;True;True;-64,9442;-9,4169;7,2616;-17,7384;-7,7384;12,2000;3,2105;0,2632;21,5833;61,0000;978,7083;True;1;1;0,0526;0,0526;0,0000;0,0000;0,0000;1;19;0;0;0;0;0;0;0;0;;0;19;19;5;19;0;131,5000
90;70;20260777;23;7;True;False;False;False;False;26,7279;7,2667;34,5076;9,5076;19,5076;16,7361;4,3659;0,2609;30,1667;100,4167;1209,8300;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;23;0;0;0;0;0;0;0;0;;0;20;23;6;23;0;137,0833
30;71;20260778;16;14;True;True;False;False;False;35,8121;5,8796;23,3427;-1,6573;8,3427;25,6795;20,8646;0,8125;49,5833;333,8333;4709,5617;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;1;16;0;0;0;0;0;0;0;0;;0;15;16;13;16;0;102,2500
45;71;20260778;16;14;False;True;True;True;True;-24,0092;-3,9418;13,0609;-11,9391;-1,9391;22,7500;14,2188;0,6250;44,1667;227,5000;3617,4550;True;2;2;0,1250;0,1250;0,0000;0,0000;0,0000;1;16;0;0;0;0;0;0;0;0;;0;16;16;10;16;0;113,5833
60;71;20260778;17;13;False;True;False;True;True;-1,0396;-0,2827;19,1030;-5,8970;4,1030;21,3095;8,7745;0,4118;35,0833;149,1667;2163,0350;True;1;1;0,0588;0,0588;0,0000;0,0000;0,0000;1;17;0;0;0;0;0;0;0;0;;0;16;17;7;17;0;135,7500
75;71;20260778;19;11;False;True;True;True;True;-56,6685;-15,4067;12,5661;-12,4339;-2,4339;10,7917;3,4079;0,3158;22,9167;64,7500;937,8333;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;1;19;0;0;0;0;0;0;0;0;;0;19;19;6;19;0;115,5000
90;71;20260778;21;9;True;False;False;False;False;31,3976;7,8517;31,4669;6,4669;16,4669;11,2167;2,6706;0,2381;27,2500;56,0833;650,9633;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;20;21;5;21;0;129,7500
30;72;20260779;15;15;False;True;False;True;True;-36,5436;-9,9353;18,4023;-6,5977;3,4023;26,5000;21,2000;0,8000;50,8333;318,0000;4457,4933;True;2;2;0,1333;0,1333;0,0000;0,0000;0,0000;1;15;0;0;0;0;0;0;0;0;;0;14;15;12;15;0;125,9167
45;72;20260779;16;14;False;True;False;True;True;-14,7008;-3,9968;24,7368;-0,2632;9,7368;14,7708;11,0781;0,7500;31,1667;177,2500;2826,4067;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;1;16;0;0;0;0;0;0;0;0;;0;16;16;12;16;0;99,0000
60;72;20260779;17;13;False;True;True;True;True;-62,2868;-16,9342;10,9368;-14,0632;-4,0632;11,7361;4,1422;0,3529;21,1667;70,4167;1407,1083;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;1;17;0;0;0;0;0;0;0;0;;0;16;17;6;17;0;97,9167
75;72;20260779;21;9;True;False;False;False;False;19,6579;5,3445;31,7007;6,7007;16,7007;10,9167;3,6389;0,3333;27,2500;76,4167;830,9217;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;18;21;7;21;0;120,8333
90;72;20260779;21;9;True;False;False;False;False;19,6579;5,3445;30,0395;5,0395;15,0395;13,6833;3,2579;0,2381;25,0000;68,4167;943,4783;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;21;0;0;0;0;0;0;0;0;;0;21;21;5;21;0;133,8333
30;73;20260780;16;14;False;True;True;True;False;-48,3573;-13,1471;14,9764;-10,0236;-0,0236;24,7628;20,1198;0,8125;47,1667;321,9167;4456,2133;True;2;2;0,1250;0,1250;0,0625;0,0000;0,0625;0;15;1;0;1;0;0;0;0;0;;1;16;16;13;16;0;100,1667
45;73;20260780;16;14;True;False;False;False;False;19,6429;5,3404;28,1610;3,1610;13,1610;15,4236;11,5677;0,7500;30,2500;185,0833;3195,9417;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;12;16;0;97,7500
60;73;20260780;19;11;False;True;True;True;True;-42,3353;-7,6743;9,9111;-15,0889;-5,0889;17,3333;6,3860;0,3684;28,5833;121,3333;1885,0083;True;1;1;0,0526;0,0526;0,0526;0,0000;0,0526;1;18;1;0;1;0;0;0;0;0;;1;17;19;7;19;0;111,0833
75;73;20260780;20;10;True;False;False;False;False;32,3475;8,7945;35,6800;10,6800;20,6800;8,7167;2,1792;0,2500;20,8333;43,5833;773,0000;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;20;0;0;0;0;0;0;0;0;;0;19;20;5;20;0;115,2500
90;73;20260780;22;8;True;False;False;False;False;32,3475;8,7945;35,6800;10,6800;20,6800;9,8500;2,2386;0,2273;26,1667;49,2500;246,1600;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;22;0;0;0;0;0;0;0;0;;0;21;22;5;22;0;128,7500
30;74;20260781;14;16;True;False;False;False;False;53,6727;14,5923;32,8285;7,8285;17,8285;17,4833;12,4881;0,7143;31,3333;174,8333;2417,9933;False;0;0;0,0000;0,0000;0,0000;0,0000;0,0000;0;14;0;0;0;0;0;0;0;0;;0;13;14;10;14;0;84,6667
45;74;20260781;16;14;False;False;False;True;True;-5,8280;-1,5845;27,3099;2,3099;12,3099;16,0926;9,0521;0,5625;28,5833;144,8333;2049,8417;True;1;1;0,0625;0,0625;0,0000;0,0000;0,0000;0;16;0;0;0;0;0;0;0;0;;0;16;16;9;16;0;106,7500
60;74;20260781;18;12;False;True;True;True;True;-61,7210;-16,7804;11,1009;-13,8991;-3,8991;17,8125;7,9167;0,4444;31,7500;142,5000;1974,9100;True;2;1;0,0556;0,1111;0,0000;0,0000;0,0000;2;18;0;0;0;0;0;0;0;0;;0;17;18;8;18;0;140,9167
